caso,split,turno_id,fase_abcde,seccion,is_ramificacion,texto_operador,contexto_previo,actos_verbales,actos_verbales_str
Javiera,train,Javiera_0036,E,21,False,"Señales importantes: si él vuelve, si amenaza con hacerse daño o hacerles daño, si intenta entrar, si la llama insistiendo o manipulando, si usted siente ganas de volver sola a hablar con él, o si aparece miedo de hacerse daño usted, pida ayuda inmediata. JAVIERA Yo no me haría daño. Me alegra escucharlo. Igual se lo digo porque después de una noche así pueden venir oleadas de culpa, miedo y agotamiento. No las pase sola. JAVIERA Ya. PLAN FINAL ABCDE INTEGRADO",,[],sin_etiqueta
Javiera,train,Javiera_0037,E,22,False,"Vamos a revisar el plan. Uno: usted y sus hijos están con ayuda presencial. Dos: no abrirá ni hablará a solas con él si vuelve. Tres: informó golpes, amenazas, niños presentes y que él tiene llaves. Cuatro: pedirá evaluación médica para usted y revisión de los niños si hubo objetos lanzados. Cinco: no se quedará sola esta noche si hay riesgo de retorno. Seis: pedirá orientación sobre medidas de protección y lugar seguro. Siete: no llamará al agresor para calmarlo. Ocho: si la culpa aparece, recordará: la responsabilidad de la agresión es de quien agrede. JAVIERA Ya. Para sus hijos, tres frases: “No fue culpa de ustedes”, “estamos buscando ayuda”, “vamos a ir a un lugar seguro”. JAVIERA No fue culpa de ustedes. Estamos buscando ayuda. Vamos a ir a un lugar seguro. Bien.",,[],sin_etiqueta
Javiera,train,Javiera_0038,E,23,False,"Lo entiendo. Antes de cortar, confirme conmigo: ¿Carabineros o personal de emergencia están con usted? JAVIERA Sí. ¿Sus hijos están con usted? JAVIERA Sí. ¿Él está dentro de la casa? JAVIERA No. ¿Ya informó que él tiene llaves y amenazó con volver? JAVIERA Sí. Entonces ya no está sola en el baño con esto. JAVIERA No. Voy a cortar para que pueda seguir las indicaciones del equipo presencial. Javiera. JAVIERA Sí. Pedir ayuda no fue exagerar. Fue protegerlos. JAVIERA Fue protegerlos. Exacto. La llamada queda en silencio un segundo. Se escucha a uno de los niños llorar más bajo y una voz de emergencia hablando con calma. Luego la llamada se corta.",,"['validacion', 'silencio_contencion']",validacion|silencio_contencion
Patricio,train,Patricio_0000,A,1,False,"Línea de apoyo psicológico, habla Marcela. ¿Con quién hablo? DON PATRICIO voz baja, monótona Patricio. Hola, don Patricio. Soy Marcela. Voy a quedarme con usted en la llamada. No tiene que contarme todo de inmediato. Primero necesito saber dónde está ahora. DON PATRICIO En un albergue. ¿Está bajo techo? DON PATRICIO Sí. ¿Está solo o acompañado?",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0001,A,1,False,"Está con su esposa. ¿Ella está cerca suyo ahora? DON PATRICIO Sí. Acostada. No duerme. Entiendo. ¿Usted está sentado? DON PATRICIO Sí. Antes de hablar de lo ocurrido, necesito saber si usted o su esposa tienen alguna lesión física, quemadura, dificultad para respirar por humo, dolor fuerte en el pecho o mareos intensos. DON PATRICIO No. Nada de eso. ¿Fueron revisados por personal de salud al llegar? DON PATRICIO A ella le tomaron la presión. A mí no. No hacía falta. Lo anotamos como algo pendiente. Después de exposición a humo, cansancio y estrés, igual conviene que lo revisen si no ha pasado. ¿Qué lo hizo llamar ahora?",,['validacion'],validacion
Patricio,train,Patricio_0002,A,1,False,"Tómese su tiempo. Sigo aquí. DON PATRICIO No sé. Está bien no saberlo con claridad. DON PATRICIO Me dieron el número. Una niña del albergue. Me dijo que llamara si me sentía mal. ¿Y se siente mal? DON PATRICIO No sé. Vacío. Vacío. DON PATRICIO Como si estuviera sentado, pero no estuviera. Como si el cuerpo estuviera ahí en el albergue, pero usted no terminara de sentirse presente. DON PATRICIO Sí. Don Patricio, eso puede pasar después de perderlo todo de golpe. No voy a apurarlo. ¿Qué pasó con su casa?",,[],sin_etiqueta
Patricio,train,Patricio_0003,A,1,False,Se quemó. DON PATRICIO Toda. Toda la casa. DON PATRICIO Treinta y dos años ahí. Y ahora… nada.,,[],sin_etiqueta
Patricio,train,Patricio_0004,A,2,False,Treinta y dos años viviendo ahí con su esposa. DON PATRICIO Sí. ¿Alcanzaron a salir a tiempo? DON PATRICIO Con lo puesto. Salieron con lo puesto. DON PATRICIO Yo cerré la puerta. Mire la estupidez. Cerré la puerta con llave. Cerró la puerta como uno hace cuando cree que va a volver. DON PATRICIO Claro.,,['directivo'],directivo
Patricio,train,Patricio_0005,A,2,False,"Eso debe ser muy duro de decir. DON PATRICIO No lo digo mucho. Mi señora está peor. Usted intenta verse tranquilo por ella. DON PATRICIO Alguien tiene que estar tranquilo. Entiendo. Y mientras intenta sostenerla a ella, usted se está quedando con todo esto por dentro. DON PATRICIO No hay nada que sostener. Ya se quemó. Cuando dice “ya se quemó”, suena como si todo hubiera quedado cerrado, sin posibilidad de hacer nada. DON PATRICIO Es que ya no queda nada. La frase queda suspendida. El ruido del albergue continúa. Don Patricio, voy a repetirlo porque es importante: usted siente que ya no queda nada. DON PATRICIO Sí. Y aun así está aquí, con su esposa, hablando por teléfono. DON PATRICIO Eso no cambia nada. No cambia que la casa se haya quemado. Pero sí cambia algo de esta noche: usted no tiene que estar solo con esa frase.",,"['validacion', 'silencio_contencion']",validacion|silencio_contencion
Patricio,train,Patricio_0006,C,3,False,"Esa idea le pesa mucho. DON PATRICIO Joven, capaz. Uno trabaja, junta, levanta. Pero ya no. Siente que ya no tiene fuerzas ni tiempo para reconstruir. DON PATRICIO No.",,[],sin_etiqueta
Patricio,train,Patricio_0007,C,3,False,"Don Patricio, le voy a preguntar algo importante y con respeto. Cuando dice que ya no queda nada y que no puede empezar de nuevo, ¿ha pensado en hacerse daño o en no querer seguir viviendo?",,[],sin_etiqueta
Patricio,train,Patricio_0008,C,3,False,"Puede responder con calma. No lo pregunto para retarlo. Lo pregunto para saber cómo cuidarlo esta noche. DON PATRICIO No. Hacerme algo, no. ¿Ha pensado en quitarse la vida? DON PATRICIO No. Tengo a mi señora. Su esposa es una razón importante para mantenerse aquí. DON PATRICIO Ella no podría sola. Entiendo. ¿Ha pensado en irse del albergue, volver al sector quemado o hacer algo riesgoso esta noche? DON PATRICIO Volver sí. A mirar. ¿Quiere volver ahora? DON PATRICIO No sé. Capaz que si veo, entiendo. Eso es importante. No vuelva al sector del incendio esta noche. Puede haber brasas, estructuras inestables, humo, cables o zonas no autorizadas. Si necesita información de la casa, debe ser con personal autorizado. DON PATRICIO Si ya no queda nada. Puede que sea así. Pero volver solo ahora puede ponerlo en riesgo y dejar a su esposa sola aquí. DON PATRICIO Ella está dormida. Hace un momento me dijo que no duerme. Y usted tampoco está en condiciones de salir solo. DON PATRICIO No. Entonces dejamos una primera medida: esta noche no vuelve al sector quemado y no sale solo del albergue. DON PATRICIO Ya.",,"['validacion', 'directivo']",validacion|directivo
Patricio,train,Patricio_0009,B,4,False,"Don Patricio, no lo escucho agitado, pero lo escucho muy lejos. Como apagado. ¿Le hace sentido? DON PATRICIO Sí. Apagado. Cuando el golpe es muy grande, a veces el cuerpo no grita ni llora: se apaga. Eso también es una reacción de emergencia. DON PATRICIO Mi señora llora. Yo no. No llorar no significa que no le duela. DON PATRICIO No sé si me duele. Estoy cansado. Vamos a hacer algo breve, no para obligarlo a sentir, sino para ubicarlo un poco aquí. ¿Puede apoyar ambos pies en el suelo? DON PATRICIO Sí. Note el peso de los pies. Si tiene zapatos, note la suela. Si está en calcetines, note el piso. DON PATRICIO Zapatos. Bien. Ahora apoye una mano sobre la pierna o sobre la silla.",,['interpretacion'],interpretacion
Patricio,train,Patricio_0010,B,4,False,"Dígame tres cosas que ve en el albergue, sin moverse. DON PATRICIO Una colchoneta. Una bolsa. Una botella. Dos sonidos. DON PATRICIO Gente hablando. Una guagua llorando. Una cosa que toca. DON PATRICIO Mi pantalón. Bien. Está en el albergue, sentado, tocando su pantalón, hablando conmigo. No está frente al fuego en este minuto.",,[],sin_etiqueta
Patricio,train,Patricio_0011,B,4,False,"El olor a humo puede quedar en la ropa, en el ambiente o en el recuerdo. Si vuelve muy fuerte, mire de nuevo la colchoneta, la bolsa y la botella. Eso es ahora.",,[],sin_etiqueta
Patricio,train,Patricio_0012,B,5,False,"¿Le falta el aire ahora o respira normal? DON PATRICIO Respiro. Cansado no más. No haremos una técnica larga. Solo suelte el aire un poco más lento. Inhale como salga… y suelte. Don Patricio exhala apenas. Otra vez, sin esfuerzo. Solo suelte.",,['directivo'],directivo
Patricio,train,Patricio_0013,B,5,False,"Está bien. No siempre se siente diferencia. A veces la técnica no cambia la emoción, solo le da al cuerpo una señal pequeña de que ya no está corriendo del fuego. DON PATRICIO Yo no corrí. Caminé no más. ¿Caminó mientras el fuego avanzaba? DON PATRICIO Sí. Mi señora no podía apurarse. Entonces usted reguló el paso para salir con ella. DON PATRICIO Había humo. Gente gritando. Perros. No sé. No necesitamos entrar en todos los detalles ahora. Ya sabemos que fue una evacuación peligrosa y muy rápida.",,[],sin_etiqueta
Patricio,train,Patricio_0014,B,5,True,Tiene razón. Respirar no devuelve la casa. Lo hacemos solo para que esta noche su cuerpo no quede completamente atrapado en el incendio mientras buscamos apoyo concreto.,,[],sin_etiqueta
Patricio,train,Patricio_0015,B,5,True,"Don Patricio, sigo aquí. No tiene que hablar si no puede. Solo dígame “sí” para saber que sigue en la línea. DON PATRICIO Sí. Gracias. Eso basta por ahora.",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0016,C,6,False,"Voy a ordenar lo urgente en voz alta. Uno: usted y su esposa están vivos y en albergue. Dos: perdieron la casa completa. Tres: usted está muy apagado, cansado y con sensación de vacío. Cuatro: su esposa está muy afectada, y usted intenta parecer tranquilo frente a ella. Cinco: no ha sido revisado por salud, o al menos no como su esposa. Seis: tiene ganas de volver a mirar, pero esta noche no debe salir solo ni volver al sector. Siete: necesitan apoyo práctico y emocional en el albergue. DON PATRICIO Hay gente peor. Puede haber gente con otras necesidades, sí. Pero perder la casa completa después de treinta años también es grave. Pedir ayuda no le quita ayuda a otros. DON PATRICIO A mí no me pasó nada. Estoy aquí. Le pasó algo. No se quemó su cuerpo, pero se quemó su casa, su historia cotidiana, sus cosas, su seguridad. Eso también necesita cuidado. DON PATRICIO Las cosas son cosas. Algunas cosas eran recuerdos, herramientas, fotos, papeles, espacios compartidos con su esposa. No eran solo objetos.",,[],sin_etiqueta
Patricio,train,Patricio_0017,C,6,False,¿Era importante para usted? DON PATRICIO La tenía desde que trabajaba. Algunas herramientas eran de mi papá. Perder eso también duele. DON PATRICIO Sí.,,[],sin_etiqueta
Patricio,train,Patricio_0018,C,7,False,"Don Patricio, ¿tienen un lugar asignado para dormir esta noche? DON PATRICIO Dos colchonetas. ¿Tienen frazadas suficientes? DON PATRICIO Una. A ella se la dejé. ¿Usted quedó sin frazada? DON PATRICIO No hace frío. Don Patricio, puede que no sienta frío ahora por el cansancio o el shock. Pero su cuerpo necesita abrigo. Esa es una necesidad concreta. DON PATRICIO Hay otros con niños. Pedir una frazada no significa quitarle a un niño. Significa informar una necesidad. El equipo del albergue decide cómo distribuir. DON PATRICIO No quiero molestar. Vamos a practicar una frase corta para pedir ayuda sin sentirse en deuda: “Disculpe, mi esposa y yo necesitamos otra frazada y que me anoten para revisión de salud”. DON PATRICIO No. ¿Qué parte le cuesta más? DON PATRICIO Pedir. Entonces lo hacemos más simple: “Necesito una frazada y revisión de salud”. No tiene que explicar todo. D — ACTIVACIÓN DE RED REALISTA EN EL ALBERGUE",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0019,C,8,False,"Como está hablando conmigo por este teléfono, no voy a pedirle que llame a nadie desde el mismo celular. Vamos a activar apoyo presencial. ¿Ve a alguien del albergue cerca? Chaleco, credencial, voluntario, funcionario municipal. DON PATRICIO Hay una muchacha con chaleco azul. Bien. No necesita alejarse mucho de su esposa. Puede levantar la mano o llamarla desde donde está. DON PATRICIO No quiero que mi señora se asuste. Puede hablar bajo. Solo pedirá abrigo y revisión. No tiene que decir que está mal emocionalmente si todavía no puede. DON PATRICIO Ya. Primero suelte el aire. Ahora diga: “Señorita, ¿puede venir un momento?” DON PATRICIO con voz baja Señorita… ¿puede venir un momento?",,"['silencio_contencion', 'directivo']",silencio_contencion|directivo
Patricio,train,Patricio_0020,C,8,False,"Diga solo: “Estoy muy cansado y no me han revisado”. DON PATRICIO Estoy muy cansado y no me han revisado. ENCARGADA Ya. Le traigo frazada y lo anoto para que lo vea salud. ¿Su señora también necesita algo? DON PATRICIO Ella está mal. Llora mucho. ENCARGADA La podemos anotar para apoyo también. Bien. Dígale que sí. DON PATRICIO Sí. Anótela también. ENCARGADA Ya vuelvo. La encargada se aleja. Muy bien, don Patricio. Pidió ayuda concreta para usted y para su esposa. DON PATRICIO No era tan difícil. No. Pero cuando uno está en shock, hasta pedir una frazada puede sentirse enorme.",,[],sin_etiqueta
Patricio,train,Patricio_0021,C,8,True,Entiendo que no quiera quitar espacio. Pero el albergue necesita saber quién está sin abrigo o sin revisión. Informar una necesidad no es aprovecharse. Es permitir que lo cuiden correctamente.,,['validacion'],validacion
Patricio,train,Patricio_0022,C,8,True,"Entonces no se levante si está muy cansado. Espere a que pase alguien del equipo y levante la mano. Yo sigo con usted. Si tiene una persona cercana en la colchoneta de al lado, puede decir: “¿Me avisa si ve a un encargado?”. A + B — PRIMER RETROCESO: SIRENA",,[],sin_etiqueta
Patricio,train,Patricio_0023,C,9,True,"Don Patricio, noté que se quedó en silencio. ¿Fue la sirena?",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0024,C,9,True,"¿Dónde está ahora? DON PATRICIO En el albergue. ¿Ve fuego ahora? DON PATRICIO No. ¿Está con su esposa? DON PATRICIO Sí. ¿La sirena está aquí por una emergencia dentro del albergue o se escucha a distancia? DON PATRICIO A distancia. Entonces el cuerpo se asustó por el sonido, pero no hay fuego frente a usted en este momento. Mire una cosa concreta del albergue. DON PATRICIO La botella. Bien. Toque la botella si está cerca.",,[],sin_etiqueta
Patricio,train,Patricio_0025,C,9,True,"Eso es ahora: botella fría, albergue, esposa cerca, sirena lejos. DON PATRICIO Me dejó helado. Puede pasar. Las sirenas pueden activar el recuerdo del incendio durante días o semanas. No significa que esté retrocediendo; significa que su cuerpo asocia ese sonido con peligro.",,[],sin_etiqueta
Patricio,train,Patricio_0026,E,10,False,"Don Patricio, quiero explicarle algo breve. Después de un incendio, algunas personas lloran mucho. Otras se quedan planas, como usted dice: vacías, apagadas, sin poder pensar. Ambas reacciones pueden ocurrir. DON PATRICIO Pensé que yo estaba raro. No está raro. Su cuerpo puede estar protegiéndolo de sentir todo de una vez. También puede haber cansancio extremo, sobresaltos con sirenas, olor a humo aunque ya no haya fuego, dificultad para dormir, rabia, culpa por no haber sacado cosas o ganas de volver a mirar. DON PATRICIO No he dormido. ¿Cuánto lleva sin dormir bien? DON PATRICIO Desde el incendio. Cierro los ojos y veo la luz naranja. Eso es muy común después de un evento así, pero hay que cuidarlo. Esta noche no se obligue a dormir, pero sí trate de descansar acompañado, con abrigo, agua, algo de comida si puede y evitando salir solo. DON PATRICIO No tengo hambre. Puede comer algo pequeño. Una sopa, pan, galleta, té. No para sentirse bien, sino para que el cuerpo no quede sin energía.",,[],sin_etiqueta
Patricio,train,Patricio_0027,E,11,False,"Don Patricio, vuelva un segundo a mi voz. No le diga “no llore más”. Intente una frase que valide y contenga: “Sí, se perdió mucho. Estoy aquí contigo”. DON PATRICIO con dificultad, hacia su esposa Sí… se perdió mucho. Estoy aquí contigo. ESPOSA No tenemos casa. DON PATRICIO Estoy aquí contigo. La esposa llora más bajo. Bien. No necesita arreglar el dolor de ella. Solo acompañarla y repetir que están juntos. DON PATRICIO Si ella me ve mal, se cae. Puede mostrar algo de emoción sin derrumbarse. A veces decir “yo también estoy afectado, pero estoy contigo” ayuda más que fingir que no pasa nada. DON PATRICIO No sé hacer eso. Podemos practicarlo: “Yo también estoy golpeado, pero no estamos solos en esto”. DON PATRICIO Yo también estoy golpeado… pero no estamos solos en esto.",,[],sin_etiqueta
Patricio,train,Patricio_0028,E,11,True,No discuta ni forcejee. Dígale: “Esta noche no podemos volver. Es peligroso. Mañana preguntamos al equipo cuándo se puede ir”. DON PATRICIO Esta noche no podemos volver. Es peligroso. Mañana preguntamos cuándo se puede ir. C — REEVALUACIÓN DE RIESGO Y NECESIDADES,,[],sin_etiqueta
Patricio,train,Patricio_0029,E,12,True,"Don Patricio, después de escuchar a su esposa, ¿volvieron las ganas de ir al sector? DON PATRICIO Sí. ¿Tiene intención de salir del albergue ahora? DON PATRICIO No. Pero me dan ganas. Gracias por diferenciarlo. Ganas no es lo mismo que acción. Necesitamos un plan para cuando vuelvan esas ganas. DON PATRICIO ¿Qué plan? Tres pasos: uno, no levantarse solo; dos, avisar a la encargada; tres, repetir: “Esta noche no se vuelve, mañana se pregunta con autorización”. DON PATRICIO Esta noche no se vuelve. Exacto. DON PATRICIO ¿Y si mañana tampoco se puede? Entonces se espera información oficial. Sé que es difícil, pero volver sin autorización puede ser peligroso. DON PATRICIO Necesito ver para creer. Es comprensible. Ver puede ayudar a entender, pero debe ser cuando sea seguro y acompañado.",,['validacion'],validacion
Patricio,train,Patricio_0030,E,13,True,"¿Perdieron documentos, medicamentos o lentes? DON PATRICIO Todo. Mi carnet. Papeles de la casa. Remedios de ella. Mis lentes de cerca. Bien. Esas son necesidades importantes para registrar en el albergue. Ya pidió revisión de salud. Cuando vuelva la encargada, puede decir: “Perdimos documentos, medicamentos y lentes. Necesitamos orientación”. DON PATRICIO No sé ni qué remedios eran. No tiene que saberlo todo ahora. El equipo puede ayudar a reconstruirlo con consultorio, receta, ficha o familia. DON PATRICIO No tenemos familia cerca. ¿Hay algún vecino del sector que esté en el mismo albergue? DON PATRICIO Un compadre de la cuadra. Don Ernesto. Lo vi más allá. Esa puede ser una red. No tiene que conversar largo. Puede ser útil saber que hay alguien conocido del barrio. DON PATRICIO No quiero ir a hablar. No ahora si no puede. Solo lo dejamos identificado: hay una persona conocida en el albergue. B — SEGUNDA REGULACIÓN: DEL VACÍO A LO CONCRETO",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0031,E,14,True,"Don Patricio, cuando aparece “ya no queda nada”, vamos a responder con cosas concretas que sí existen esta noche. No para negar la pérdida, sino para que la mente no se vaya al vacío total. DON PATRICIO Ya. Dígame una cosa que sí tiene ahora mismo. DON PATRICIO A mi señora. Bien. Otra. DON PATRICIO Estoy bajo techo. Otra. DON PATRICIO La ropa puesta. Otra. DON PATRICIO No sé. Tiene esta llamada, una colchoneta, una encargada que ya va a volver, una frazada en camino y la posibilidad de registrar necesidades. DON PATRICIO Eso es poco. Sí. Es poco en comparación con una casa de treinta años. Pero esta noche trabajamos con lo poco concreto para no quedar solo en “nada”. DON PATRICIO Ya. D — LLEGADA DE APOYO PRESENCIAL",,['directivo'],directivo
Patricio,train,Patricio_0032,E,15,True,"Don Patricio, antes de que se vaya, dígale lo de documentos, medicamentos y lentes. DON PATRICIO Señorita… perdimos documentos, medicamentos y lentes. Necesitamos orientación. ENCARGADA Ya, lo anoto también. ¿Medicamentos de qué? DON PATRICIO No sé. De mi señora. Presión parece. Y yo… no sé. ENCARGADA No se preocupe. Salud les pregunta. No salgan del albergue sin avisar, ¿ya? DON PATRICIO Ya. Muy bien. Acaba de transformar “no queda nada” en necesidades registradas: abrigo, salud, documentos, medicamentos y lentes. DON PATRICIO No sé si sirve. Sirve para esta noche. No resuelve todo, pero ordena el primer tramo.",,['directivo'],directivo
Patricio,train,Patricio_0033,E,15,True,"Don Patricio, si le dicen que espere, no significa que no importe. Pida que al menos lo anoten: “Entiendo, pero por favor déjenos registrados para salud, medicamentos y documentos”. DON PATRICIO Entiendo, pero déjenos registrados para salud, medicamentos y documentos.",,['validacion'],validacion
Patricio,train,Patricio_0034,E,16,False,"Don Patricio, quiero dejarle algo para los próximos días. Después de un incendio y pérdida total, puede que vengan reacciones por oleadas. Un rato puede sentirse vacío, otro rato con rabia, otro con culpa, otro como si nada fuera real. DON PATRICIO Yo creo que voy a seguir igual. Puede sentirse plano varios días. También puede quebrarse de golpe por cosas pequeñas: una sirena, olor a humo, ver a alguien con una herramienta, recordar una foto, escuchar a su esposa llorar. DON PATRICIO La caja de herramientas. Sí. Eso puede doler mucho porque no era solo una caja. DON PATRICIO Era mi vida de trabajo. Exacto. Es importante que no se diga “son puras cosas” cada vez que duela. Eran objetos con historia. DON PATRICIO Si pienso en eso, no paro. Entonces no necesita pensarlo todo esta noche. Pero tampoco necesita negarlo. Puede decir: “Esto duele, pero ahora voy a hacer una cosa concreta”.",,[],sin_etiqueta
Patricio,train,Patricio_0035,E,17,False,"Puede costarle dormir. Si aparecen imágenes del fuego al cerrar los ojos, intente abrirlos y mirar algo del albergue. Puede usar la frase: “Estoy bajo techo. El fuego no está aquí. Estoy con mi esposa”. DON PATRICIO Estoy bajo techo. El fuego no está aquí. Estoy con mi esposa. Bien. Si escucha sirenas, puede sobresaltarse. Busque una señal del presente: la frazada, la colchoneta, una botella, la voz de alguien del albergue. DON PATRICIO No quiero dormir. Si duermo, ella se queda sola. Puede turnarse con ella o pedir al albergue que estén atentos. Pero usted también necesita descansar. Cuidarla no significa no dormir nunca. DON PATRICIO Ella se despierta llorando. Cuando eso pase, use frases simples: “Estoy aquí”, “estamos en el albergue”, “mañana preguntamos los pasos”, “no vamos a volver esta noche”.",,[],sin_etiqueta
Patricio,train,Patricio_0036,E,18,False,"Esa pregunta es grande y no se responde esta noche. DON PATRICIO Pero está ahí. Sí. Podemos dividirla. Esta noche no es “reconstruir la vida”. Esta noche es dormir bajo techo, no salir solo, registrar necesidades y recibir salud. Mañana será información municipal, documentos, medicamentos, apoyo social, familiares o redes. Después vendrán decisiones más grandes. DON PATRICIO Yo trabajé toda la vida para tener esa casa. Perderla no borra su trabajo ni su historia. Pero sí golpea profundamente la sensación de seguridad. Por eso va a necesitar apoyo práctico y emocional, no solo materiales. DON PATRICIO Yo no soy de psicólogos. No tiene que convertirse en alguien distinto. Puede recibir apoyo como recibió la frazada: porque pasó una emergencia y ahora necesita ayuda concreta. C — SEÑALES DE ALERTA",,['silencio_contencion'],silencio_contencion
Patricio,train,Patricio_0037,E,19,False,"Don Patricio, antes de cerrar necesito volver a preguntarle algo. ¿Ahora mismo tiene ganas de hacerse daño? DON PATRICIO No. ¿Tiene intención de salir del albergue esta noche para ir a la casa? DON PATRICIO No. Ganas sí, pero no voy. Gracias. Si esas ganas suben, ¿qué hará? DON PATRICIO Avisar a la encargada. No salir solo. Decir que esta noche no se vuelve. Muy bien. ¿Su esposa está a su lado? DON PATRICIO Sí. Con la frazada. ¿Usted también tiene frazada ahora? DON PATRICIO Sí. ¿Quedaron anotados para salud? DON PATRICIO Sí. Bien.",,[],sin_etiqueta
Patricio,train,Patricio_0038,E,19,True,"Gracias por decirlo. Eso es importante. Cuando piensa “sería mejor no despertar”, ¿ha pensado en hacer algo para que eso ocurra? DON PATRICIO No. Entonces lo cuidamos como una señal de mucho agotamiento y desesperanza. Necesito que no quede solo esta noche y que le diga a la encargada: “Estoy teniendo pensamientos de no querer despertar y necesito apoyo”. Yo puedo ayudarle a decirlo.",,[],sin_etiqueta
Patricio,train,Patricio_0039,E,19,True,"No se vaya solo. Después de un incendio, con cansancio, sin dormir y con ganas de volver al sector, salir solo aumenta el riesgo. Si necesita moverse, avise a la encargada y que alguien lo acompañe dentro del albergue o a un punto autorizado. PLAN FINAL ABCDE INTEGRADO",,[],sin_etiqueta
Patricio,train,Patricio_0040,E,20,True,"Don Patricio, revisemos el plan de esta noche. Uno: usted y su esposa están en el albergue, bajo techo. Dos: no volverán esta noche al sector quemado. Tres: no saldrá solo del albergue. Cuatro: pidió otra frazada y ya la recibió. Cinco: quedaron anotados para revisión de salud. Seis: avisó que perdieron documentos, medicamentos y lentes. Siete: si escucha sirenas o vuelve el olor a humo, usará una señal del presente: frazada, colchoneta, botella, voz del albergue. Ocho: si aparece la idea de que no vale la pena seguir, o ganas de irse solo, avisará a la encargada o volverá a llamar. DON PATRICIO Ya. Para los próximos días: Uno: pedir orientación municipal por documentos, vivienda, beneficios y reconstrucción. Dos: pedir apoyo de salud por sueño, sobresaltos y cansancio extremo. Tres: no minimizar diciendo solo “hay gente peor”. Cuatro: acompañar a su esposa sin prohibirle llorar. Cinco: aceptar ayuda práctica y emocional, aunque no esté acostumbrado. DON PATRICIO No sé si voy a acordarme. No necesita acordarse de todo. Solo de tres cosas para esta noche: no volver, no salir solo, pedir ayuda si el vacío se pone más fuerte. DON PATRICIO No volver. No salir solo. Pedir ayuda si se pone más fuerte. Exacto.",,[],sin_etiqueta
Patricio,train,Patricio_0041,E,21,True,"La casa y muchas cosas se perdieron. Eso es real. Pero en este minuto sí quedan algunas cosas: usted, su esposa, un lugar bajo techo, una frazada, una lista de necesidades y personas que ya saben que necesitan ayuda.",,[],sin_etiqueta
Patricio,train,Patricio_0042,E,21,True,"Sí. Es poco. Pero esta noche vamos a sostener ese poco. DON PATRICIO Ya. ¿Su esposa está cerca? DON PATRICIO Sí. ¿Puede verla? DON PATRICIO Sí. Está tapada. ¿Usted está tapado también? DON PATRICIO Sí. Entonces ya no está sosteniendo esto completamente solo. DON PATRICIO No. Voy a cortar para que intente descansar y para que el equipo del albergue pueda acercarse cuando lo llamen. Don Patricio. DON PATRICIO Sí. Esta noche no tiene que reconstruir su vida. Solo tiene que no quedarse solo con el vacío. DON PATRICIO No quedarme solo con el vacío. Eso. La llamada queda en silencio un momento. Se escucha la sirena muy lejana, pero esta vez Don Patricio no habla. Respira. Cerca de él, su esposa se acomoda bajo la frazada. La llamada se corta.",,['silencio_contencion'],silencio_contencion
Hernán,train,Hernán_0000,A,1,False,"Línea de apoyo psicológico, habla Isabel. ¿Con quién hablo? DON HERNÁN voz baja, desconfiada No sé si… no sé si este número sirve para esto. Podemos partir de a poco, señor. ¿Me puede decir su nombre? DON HERNÁN Hernán. Hola, don Hernán. Soy Isabel. Voy a quedarme con usted en la llamada. No tiene que explicarme todo de inmediato. Primero necesito saber dónde está ahora. DON HERNÁN En mi casa. ¿Está solo o hay alguien con usted?",,['silencio_contencion'],silencio_contencion
Hernán,train,Hernán_0001,A,1,False,"Gracias por decírmelo. ¿Está sentado? DON HERNÁN Sí. Bien. Quédese sentado por ahora. Antes de hablar de lo que pasó, necesito saber si tiene algún dolor físico fuerte: dolor en el pecho, falta de aire intensa, caída, golpe o sangrado. DON HERNÁN No. No es eso. Está bien. ¿La cocina está apagada? ¿Hay estufa, vela o algo encendido cerca? DON HERNÁN No. Está todo apagado. Bien. No vamos a hacer nada raro, don Hernán. Solo vamos a ordenar lo más urgente para que usted no pase estas horas solo. DON HERNÁN Yo no soy de estas cosas. Lo entiendo. DON HERNÁN No sé por qué llamé. No tiene que saberlo ahora. A veces uno llama porque la noche se hace demasiado grande para pasarla solo.",,"['validacion', 'silencio_contencion']",validacion|silencio_contencion
Hernán,train,Hernán_0002,A,1,False,"¿Qué pasó hoy, don Hernán? DON HERNÁN Me avisaron. Lo escucho. DON HERNÁN Hace unas horas. Seis, parece. Ya ni sé. Hace unas seis horas recibió una noticia. DON HERNÁN Que mi hijo murió.",,[],sin_etiqueta
Hernán,train,Hernán_0003,A,1,False,"Lo siento mucho, don Hernán. DON HERNÁN Era mi único hijo. Su único hijo. DON HERNÁN Mi señora murió hace cuatro años. Y ahora él. Primero su señora. Ahora su hijo. DON HERNÁN Ya no me queda nadie.",,[],sin_etiqueta
